sentences,label
"however, energy prices have since declined substantially, and the relatively benign inflation backdrop remains conducive to further monetary easing.",0
can you please mail me the list of new desks to be added to the selection criteria.,1
these aren't empty words my ira is 100% invested in the enron stock fund.,0
could you please review the revised endorsement below and determine if it meets with your approval?,1
my nephew/godson #2 birthday is the same day.,0
that does not mean they agree to the pricing.,0
that strain did not affect the quality of dpc's representation at the bombay high court hearing.,0
fyi so far i have directed him to dedasr ercot lockheed and package ice only.,0
Please call to discuss cash award.,1
com customers are listed to help y ou determine the ideal price for your route.,0
(if public financial information on your organization is not available a short interview will be necessary. ),0
mark palmer please call zach at 10:30 am.,1
"~~~~~~~~~~~~ on landing the stewardess said, ""please be sure to take all your belongings.",1
forward to whomever you see fit.,0
"the state appears, however, to be faring better than the nation as a whole.",0
please continue to send them daily.,1
"please let me know your availability so that i may coordinate with the hagans, bob & burdine firm.",1
people find it easy to raise families here.,0
i checked with my director (pam butler) on your question about recouping taxes already paid.,0
results are looking good but need some changes.,1
all this put me in a good mood and now i want to put you in a good mood too.,0
amanda must have aced that lock/locker and changing classes thing if she loves her classes.,0
let's wait until monday.,0
"com welcomes you to the premier, most experienced, and largest provider of sports wagering excitement.",0
please notify the sender immediately and delete the message from your computer files.,1
please respond with any concerns or comments.,1
"i think that we ultimately ought to support a republican in this race, incumbency or no.",0
please let me know the status.,1
"""the us has introduced a new dynamic into the market,"" says ron billings, head of exxonmobil's lng business.",0
"the division's yearend loss of $60 million cl imbed to $357 million by the third quarter of 2001, according to s. e. c. fil ings.",0
"please get back to me as soon as possible, so i can fax it to him in new york.",1
"please let me know by friday, dec. 15 if you have any comments, concerns or suggestions.",1
please either get a copy from csc or ercot iso and forward to bob frank and jim steffes.,1
can you please have someone in the group take a look at this so we can respond promptly?,1
"believe it or not, we01,ve already begun preparing for next year.",0
"enron offices will be closed: monday, december 25, 2000 tuesday, december 26, 2000 monday, january 1, 2001 09 09",0
please come by the office when you can.,1
thank you for approval please send an email to sap security approving this attachment?,1
"org , the society's new website that offers a powerful, industry specific search engine, content personalization, memberonly email, and easy navigation.",0
please let me know if you can help with this.,1
they've haven't sent out anything yet but i just tried and was successful in accessing ehronline and my pay information.,0
i do not agree with your politics and please remove me from your list.,1
"therefore, we will be watching it at my house.",0
"the odd thing about stoops taking him is that, if convicted, he might do some serious prison time.",0
"the idea met with support, but with one caveat.",0
please call me back if i didn't answer all of your questions.,1
please let miranda southard / fran fagan know if you have any questions.,1
"p. s. would you be trading under the entity, corn products, international, or another entity?",1
jeff gossett just asked where we are with this.,0
test gas jan. 2002 commercial july 2002 caithness is privately held.,0
i really love the place and look forward to spending lots more time there.,0
"now, i know there's nothing i'd rather be doing.",0
can you discuss this with the traders and see what they want to do?,1
the offers to help you keep rolling in.,0
please call either sheri thomas or i when you are ready to discuss the new product.,1
i am using a regular phone line for sending you these e:mails.,0
"there are a ton of places over there like the green room, the gypsy, brazen bean, 21st ave bar and grill.",0
we searched by last name then checked each one for a match on first or middle name.,0
please call if you need anything else.,1
please forward these on the appropriate people in your organization.,1
"thea/steve, please trueup the disbursments based on whatever better data you have (esp.",1
obstacles subject of ray's earlier email the third order addresses obstacles to increased energy supply.,0
"the glo deal numbers are below, if you need them.",0
it is questionable under the isda whether they are required to renew while we are in default.,0
"also available at advertisement ""the world has changed. """,0
let me know if you will be unable to attend.,0
lysa akin gov't affairs sr. admin.,0
norman also had a solid game with four catches for 48 yards.,0
"shirley, please keep it on your radar screen.",1
"$149 the waldorf astoria, new york, ny.",0
good please coordinate w/ maureen.,1
please review and call me with any comments.,1
stock will be going into this account.,0
create your own romantic paradise in the city of magic.,0
please advise as to what is meant by efo so that i can verify with the transport group.,1
please notify of your alternate email address.,1
"please be prepared to leave the office around 1:30 pm tomorrow, the location will be decided on tomorrow.",1
", rb dal pink panthers updated 11/16/01smith will return to the lineup sunday against philadelphia after missing two games with a sprained right knee.",0
enron would have to make up any shortfall between what the assets would sell for and the amount of the debt.,0
"please include your name, email address and the id number listed below.",1
please review and call me if there are any questions.,1
"indeed, analysts say that money managers, particularly in asia, bet too heavily in favor of the euro.",0
please let me know if morning or afternoon on the 3rd is good for you.,1
"[image] 1 ""what to eat when you're expecting"" arlene eisenberg, et al; paperback; $8.",0
please let me know if you want a further analysis guille,1
"vinay bansal, chairman of the state electricity board, said he disagrees with the force majeure declaration.",0
"accordingly, all the amendments can be executed.",0
can you make sure that this version is available to him for monday's meeting?,1
please let me know if you have any comments and whether you approve my filing it.,1
thank you in advance for your immediate reply.,0
"on wednesday, we learned, incorrectly, that our building had collapsed or was about to.",0
"would you see if i have voicemail and if i do, how do i access it.",1
"please, call my assistant (35290) to schedule a meeting on another day.",1
modern science now tells us that shark attacks are exceedingly rare and limited to just a few species.,0
the auction of sevenyear advance allowances produced a clearing price of dollars 105.,0
also think we should have them picked up in a limo.,0
we have many derived/internal curves that aren't necessary and if we need to create more curves we will look into it later.,0
thank you for your support for the 2000 united way campaign.,0
"please let me know when you have mood to do it again, and we should keep the place ""secret"".",1
i just have to ask: how can you sleep at night after what you've done?,1
can you give david a call?,1
please let me know if this is correct or if they should both either be st or cs.,1
please feel free to call either of us if you would like more specific info.,1
"horsley: in fact, california lost on several crucial points.",0
note that the alliance scope and configuration has been found to be sufficient to comply with order no.,0
please call me if you see any problems.,1
"hi ken, would you please add paul y'barbo on this distribution list.",1
please let me know which is better for you.,1
"Lisa Alfaro, get look at the assignment provisions so that, Brett and Enron can know what his constraints are with respect to possible sale.",1
buy it now at the palm software connection.,0
since it was a ge generated letter i will need to check for the final hard copy.,0
i am not sure what the p/l is but i think it is sizeable as most of these sales were made several months back.,0
section 216(e)(3) authorizes f erc to assign enforcement of reliability standards to regional transmission organizations.,0
mercks five biggest drugs have already fallen victim.,0
"i have attached that document for reference could you please confirm 1:30 pm today, on the 27th floor.",1
it was the second consecutive loss for new jersey.,0
please send me length of time you have served on the board by the end of day tomorrow.,1
conclude meeting review,1
com to the society and our fight against cancer.,0
"in his answers to investors' questions, rabbitt discusses nasdaq technical levels, how he values companies, and also about technology and drug stocks.",0
the report named: emw positions < published as of 11/01/2001 is now available for viewing on the website.,0
please find the latest Line 300 pipeline liquid sample test summary for the Hinkley and Kettleman districts.,1
please explain why data for this hour each day is unreliable and how it impacts customer bills.,1
"additionally, please place me on the distribution list for future correspondence.",0
please forward your comments to me.,1
please call me and i can give you some thoughts on this.,1
some commenters told the fcc that sbc had failed to comply with the resale mandate as it pertained to dsl services.,0
please make sure she knows you are my asst.,1
can you send me some contact info.,1
please call 17326357500 if you are calling from outside of the united states.,1
"ronald, please review the itinerary with him, and let me know if i should issue the ticket.",1
please let me know if you'd like to do otherwise.,1
would you send that to us at your earliest convenience.,1
"in the event this form is acceptable, please let me know and i will forward execution copies to you.",1
"if you would rather not receive email updates in the future or have any questions, please respond to:",1
joanne: please set up a short (30 minute) meeting with my group on tuesday afternoon.,1
attached is pira's extended daily demand report.,0
would you be open to relocation?,1
the intuition is that there are two offsetting things which happen when you raise the position limit.,0
"mr. maximiler: bob says, ""the turkey trot is more than a dance. """,0
"john, i asked brian to investigate taking a number of esa's engineering folks into his central technical services group.",0
"we'll probably have some bikes also, but if you could throw your own in, that would be helpful.",0
"i think i'd like to wait for your next fund, but feel free to give my name to bob.",0
Make changes to the pricing in deal 413462 mentioned below.,1
"as discussed, please see the attached letter.",1
may 2001 available capacity.,0
"if so, can you come early?",1
the call went well.,0
"""all this is designed to keep executives whole while the rank and file loses ground.",0
i don't know exactly what the deal is.,0
can you do that?,1
"kerri, please deliver what you have, so we can start with those.",1
please let me know her extension as soon as she gets one and i will then talk to her.,1
assuming we are properly monitoring all our receipts there shouldn't be an issue.,0
"in the future, any work undertaken by goodin macbride should only be conducted pursuant to an approved rcr.",0
texas instruments is traded on the new y ork stock exchange under the symbol txn.,0
please let me move in this direction!,1
"(published 2/21/97) well, i have to say yes and no.",0
"ipps have reported tva's discouragement of siting in tva through excessive time to perform studies, excessive fees, and rejection of requests to perform interconnection studies.",0
please confirm that this is the correct list.,1
could you please draft a letter which outlines the changes?,1
please let me know if there are any problems with this.,1
please let me know if you want to see this in a different format or with additional information.,1
Please check my calendar before you schedule the meeting as this week is full of meetings and let me send the alerts also.,1
you have lost a lot more than this at the park.,0
please let me know if your understanding of the questions to be addressed differs from the foregoing.,1
please review your spreadsheet against the referenced points and give me a call when you get a chance.,1
please give me a call if you would like additional information.,1
great news about the tix.,0
please let me know if you have any available time.,1
please tell us where it is and how much it is expected to be annually?,1
topics covered include the reasons for the underinvestment p roblem and.,0
"if you have questions or problems, information contained at usaa.",0
"jim, per gregg's request, i am forwarding abb's wiring instructions.",0
please call me at 54435 if you have any questions.,1
i will get the resume before the interview.,0
please get involved today!,1
"i think it makes sense for randel and me to walk you through the actual balancing costs for boardwalk in march, etc.",0
"in a report they commissioned, the company blamed the higher naturalgas prices in southern california on increased demand and constraints on pipeline capacity.",0
would you get married again?,1
Please create clean well executed design concepts to use for the new project.,1
move boxes please encourage your group to pack and bring no more than about 4 boxes per person.,1
please let us know if we can be of assistance to you or sally in any way.,1
question: will your office be doing the paperwork to get a p5 number for ena?,1
can you check on your end to see if there was some sort of glitch/error.,1
the la times was wrong in its assertion that the iso was asking for $5.,0
can you reply to justin & let him know where we stand?,1
"but although he20 thought he had made headway, the increase approved tuesday, though modified 20 somewhat, falls heaviest on big industrial and commercial users.",0
"he is a magna cum laude, phi beta kappa graduate of the university of california, los angeles.",0
please review and indicate your authorization for us to sign via return email as soon as possible.,1
the ene story is behind us all.,0
"in the meantime, would you put down topics or questions that you would like to discuss?",1
"To make it work, either push the payment schedule back, or move the unit delivery date forward.",1
please review it and send it to the vendor for their review.,1
caroline would you be amenable to renaming your weekly report?,1
i need to talk to you confidentially about somethingcan you correspond by email?,1
please advise once you establish the official ruling of what is acceptable to keep us in compliance.,1
use of letters of credit on passthrough basis.,0
"this message and any attachments (the ""message"") are confidential and intended solely for the addressees.",0
"however, he returned to action later in the quarter.",0
"""prices are rising with warmer weather,"" said one southeast trader.",0
please give me a call at your convenience to discuss any questions you may have regarding these matters.,1
"please respond to this request by end of business tuesday, november 28th.",1
could you please order one for me?,1
"s items on sale: cotton chinos by oxford slacks (for boys) sizes 620. husky, regular or slim.",0
please open thses files and complete your to do's thanks steve,1
"jeff and leslie, please adapt this form as needed to create templates for the gas and power masters.",1
please call me if you have any questions (202)4669152 scott,1
until them please bear with us.,1
"this increases the co + scr units, compression capacity and the chiller capacity.",0
if he's in a situation where he can't perform at the level that we think!,0
"i can be reached on my cell phone at 5038873449. thanks, bill",0
i think we might check it out after the game.,0
jefferies & company electricity utility analyst pau l fremont is penciled in from new york.,0
please let me know if you need anything changed on this.,1
this earnings season has been disastrous for many companies that seemed to have announced good earnings.,0
can you please attach a time schedule to the different steps and send it back.,1
please confirm that this is approved and final as soon as possible today.,1
"mergers and acquisitions infogrid february 2002 (downloadable) publisher: scientech, inc. this infogrid covers major mergers, acquisitions, and convergence in the electric utility industry.",0
please give me shout if you have any questions (39222) chao!,1
"""the states have made it clear there was certain ly20 a demand for dpc power, but only at a particular price.",0
ms. noonan is a contributing editor of the wall street journal.,0
please remove her from all mailing lists.,1
sheila and lynn: please review the list for accuaracy of your employees.,1
please at your convenience give me a shout .,1
"please review the attached organization chart and submit any additions/deletions/revisions, etc.",1
they would buy a block of desktops to cover it.,0
i'll let you know if it moves and give you directions and such in the summer.,0
please call if you have any questions or wish to discuss these issues.,1
enron may have to pay any difference between the debt and sales proceeds.,0
tana can you send me the isda with annexes et al to me for electronic distribution to gm folks?,1
they rank # 15 in fantasy points allowed to rbs.,0
please ensure that this has been done correctly).,1
please read the email below and call if you would like to discuss.,1
[image] 09 product is no longer king.,0
will you come to jen's wedding?,1
you both are always welcome to stay at our house.,0
just put in in the model.,0
"i have never in my life, ever, seen anything like this,"" norman stienwand, a farmer in castor, alberta, told reuters.",0
joe will you please look into legal of retroactive ratemaking.,1
"also, would you get with tony chan and go over this draft with him.",1
the activities to choose from are as follows: please let me know by may 4 your choice of activity!!!!!,1
"mule use is dropping all over afghanistan, even as the mule count is dwindling.",0
"if feb 2002, it was decided that all activity should flow through the partnership instead of ena.",0
please feel free to email me if you have any questions.,1
phil gote of nyiso called.,0
please keep me posted as your discussions progress and let me know if i may be of further assistance.,1
i have a copy signed by both sides please let me know if you need a copy of this.,1
can you make it?,1
please let me know that you are aware of this request.,1
please advise if you want to review the sample document i had prepared last week.,1
please check with me prior to traveling to conferences.,1
i did not recieve your email.,0
where can you get expert appraisal of your energy strategy?,1
the biggest snag in making those deals are hollywood's desires.,0
"in particular, you may want to review the sections concerning confidentiality and transmission data.",0
to buffalo and losing another starting qb to injury.,0
stan is planning to see kevin next tues. i need to put together information responsive to kevin's requests by this friday.,0
the most rewarding part of the class was the guest speakers20 brought in during dr. titman's portion of the class.,0
"he's been underachieving this season, but i t's almost impossible to bench him based on his potential to post solid fan tasy num!",0
just got your voice mail.,0
have a good morning!!,0
could you please save them where brad can access them.,1
please make sure that suzanne understands the plan and that you john and larry agree on the way forward.,1
"also, can you send over 07/01?",1
please remember to document your holiday for january 21st (martin luther king day) as a company observed holiday.,1
"get your private, free email from msn hotmail at share information about yourself, create your own public profile at",0
"industry experts estimate that $500 million is lost annually to cd pirating, with a total of 25 million pirated music files available online.",0
"i think you sent me an email which had some information from the gang about the tests, etc.",0
to unsubscribe click 20 here.,0
please email me the completed schedule by the end of the friday.,1
please call the sitara/cpr hotline ((713)8537049) if you have any questions or concerns.,1
"temperatures were expected to edge slightly lower on friday, with highs in the 49 to 52 degree range.",0
"daren, can you help me with placing k's the below listed meters?",1
book by 1/31 [ima ge] [image] new!,0
please call me or bob with any comments or questions you might have.,1
please let me know if you do.,1
so please let me know if you can't get them printed soon.,1
bob williams is trying to schedule a conference call to discuss the fce negative ctc today (april 24).,0
"once room reservations are complete, conferences will be scheduled and confirmation notices sent to the requestor via email.",0
update Demand Mismatch Orders for all primary pools in AGLC areas.,1
please pass on this mail to all your friends.,1
(see attached file: 1586e (part 1 of 4).,0
"$89 hilton boston logan airport $199 hilt on dedham place, dedham, ma.",0
"in fact, we anticipate that a number of indian publications will run the release verbatim.",0
please mark your calanders and cancel anything else you have going on that weekend.,1
Plan a team vacation and check with everyone if they will be able to make it.,1
"m. k. gandhi, the story of my experiments with truth, 1927. this week's theme: words from gandhi's autobiography.",0
"in addition, the electronic correspondence makes clear, in many instances, that the buyers were made aware of certain material facts regarding the facilities.",0
elizabeth/carol: can you confirm if the attached includes all of the prebankruptcy terminations agreed with counreparties?,1
"Please review and be prepared to dicuss on FRIDAY morning, so we can take the decision.",1
have requested buyer purchase grove valves with a 4 week delivery.,0
can you send the whole presentation?,1
please let me know what your plans are on the other end.,1
"they think he has a center, a moral and ethical view of the world.",0
please recite it to yourself using your best bbc english accent.,1
"bruce, can you give meryl the green light to move forward with us?",1
please be sure to share this information with all of the people in your group.,1
"i say tcu is better than people think, but i'm glad we didn't open with notredame.",0
com we believe collecting fine wine should be enjoyable and easy.,0
testchip adds motorola exec gene mullinnix as eng.,0
the company is also backed by the falcon fund.,0
please send hard copy of deal ticket.,1
#25 & #33 both paid 130 on 12/01 and $0 on 12/08.,0
"please test it and provide me your feedback thanks, kim",1
"don't use james this week, and instead consider using dominic rhodes, who will start in his place.",0
i don't mind houston or albuquerque.,0
the report named: emw positions < published as of 11/27/2001 is now available for viewing on the website.,0
"``it leads to market discipline as well as innovation,'' dimare said.",0
he will call his attorney at skadden to find out who that staff person is and then they will amend the application accordingly.,0
perhaps we can also arrange a discussion about the interconnection agreement.,0
i also wondered if your area might need any secretaries with transactional experience.,0
the refund will take the form of deeply discounted forward sales commitments to the utilities.,0
have you heard the outcome on the deals below.,0
"if these don't work, please let me know what works for you tomorrow.",1
will work to schedule a meeting at deer park to begin discussions on the hplsouth meter station revisions on 6/19/2000.,0
minisuites from $999 on the grand princess!,0
please write me and let me know what's up!,1
question relevant to longerterm quotes.,0
"if you want one, please advise me of your size, small through extra large, in writing or email.",1
please notify interested parties within your group(s).,1
"if you'd like to give us feedback, please click here.",1
this week is not good.,0
please review and notify committee members of any changes that need to be made.,1
subjec t to availability and blackout dates.,0
"please let me know by friday, november 9th at 12 noon.",1
please find attached nda for distribution to your customer.,1
"please make sure that steve kirk, glen and mary d. are included in any routing.",1
can you put this on a laptop so i will not have to use mine?,1
"please rsvp by april 25, 2000. thank you.",1
please reply with status of this project.,1
please forward this to steven schwarzbach if everything looks ok. thank you.,1
please be specific with gmt and limit him to this one well.,1
smith: i would speculate that our actions last friday spurred people to work around the clock over the weekend and for an announcement on monday.,0
please let john know.,1
school is fine'cept i have to take dreaded sunner school.,0
"phillip, would you please identify the sitara numbers for the following tagg numbers?",1
"""there is a cap on the rebate amount we can charge so the amount may not exceed rs 400 crore,"" the official said.",0
how would you like meeting to discuss pooling our resources?,1
"if not, please let me know so i can forward the details to you.",1
"if you charged ena at the time of enrollment, please reverse that charge.",0
can you take care of this.,1
"zimba, a privately held company, is backed by individual investors.",0
"in florida, it's easy to do it all and now is the perfect time to visit.",0
"i might have an ""in"" with frank (pickles) at amerex.",0
please note and add to my schedule.,1
please let me know if you know of any reason why we could not give this opinion.,1
please click survey thanks in advance for your participation.,1
please have your assistant call kristy carnes to set up this meeting this week.,1
please let us know if you'd prefer that these emails not continue.,1
make a move to get closer to your var.,0
please let me know if this time will work for you.,1
please call when you get a chance415.,1
generation investments is not included.,0
"daren and brian, would you like for me to confirm the conference call that duke has requested for friday?",1
``we're optimistic that we won't have to'' impose shutdowns on commercial customers.,0
can you check into this for me?,1
we have looked at the asset valuation in two ways.,0
please let me know whether you need copies sooner than that.,1
com is busy arranging trades for companies that want to stay ahead of the curve.,0
the #1 best selling 100% all natural aphrodisiac in america!increase your sex life today!,0
"if you are currently using another company, please begin using worldcom conferencing for your audio conference needs.",1
i'd be happy to see what everyone thinks before we use it.,0
please let me know if you need detailed info on vesting.,1
my understanding is that the remaining big accounting firms are all engaged by ca utilities.,0
can you get nella to coordinate with dave and send me an adgenda.,1
"in my absence, please contact diane anderson at 7138530443 or rebecca bell at 7133454988. thank you.",1
"""they are viewing the process from afar,"" he said.",0
"attempts to strike infrastructure targets, including energy facilities both here and overseas, are expected.",0
please mail it at your earliest convenience.,1
mark: what is our policy about giving on arbitration.,0
"Jeff, send updates directly to Jennifer and copy me, too.",1
"please create the products you want using the location ""west wing 500"" in product manager.",1
credit will not exceed actual web rsvp conferencing charges.,0
please respond to option investor new sletter trials (bcc: mark ect legal tay lor/hou/ect)?,1
"dynegy, enron negotiating merger enron fires two officers; financial results to be restated cbsmarketwatch.",0
"anyway i'm sending you my profile, if there is any interest i'd love to hear from you!",0
please invite your candidate to dinner when you call (remind them that a jacket is required at dinner).,1
"actually, duffie also suggested using the total pv as the output in his audit review.",0
then i asked my wife for help.,0
"ever since he began berating outofstate generators and accusing them of ripping off california, davis' approval ratings have been climbing.",0
"david, can you forward a copy to me of your current gtc?",1
so there's a reasonable likelihood that 78 would have to be amended considerably in order to get the support necessary to get voted out.,0
please review and advise of any comments.,1
"you may fax (609)8834349 or telephone (609)7717330 your request if paying by visa, mastercard, or american express.",0
please make sure that the $44 is accounted for under stwbom in the volume management flash.,1
please prioritize the list and add any systems that have been missed.,1
please forward me an updated copy of your resume along with your business unit and function preferences.,1
i thought last night's class was excellent and i'm glad we all got to go.,0
"once the new pnl's are created, it won't be tough to get them running, just let me know.",0
Please create manual invoice to MCV for the following item Contract 96001636 Price $2.46 Pipeline PEPL.,1
"gary, would you please send me by email the telecommuting policy and the agreement for telecommuters?",1
critical migration information: please note your migration date did not appear in your previous email.,1
"please consider these only as guidelines, and feel free to contribute whatever you feel is appropriate: vp $10.",1
mr. lay will not be available to meet with mr. thompson.,0
"please let me know if you need additional information, clarifications, etc.",1
"you are missing products traders, and others who should be on this system.",0
"currently, unger and commissioner isaac hunt are the only two members of the sec.",0
that's a pretty sweet deal for eim i take a hit for $1.,0
"nancy, will you call nora dobin?",1
please give me your comments by thursday if possible.,1
diane: if you could handle this please.,0
please send to mike moran and myself the changes you propose (including the numbers).,1
please outline your processing requirements and we can work together with ap and sap to fix the underlying issue.,1
the big te was prophet ic20 as dilfer threw for 3 tds sunday.,0
"separately, the company said it appointed william w. lattin, a former vice president of synopsis to its board of directors.",0
a continental breakfast and buffet lunch will be provided.,0
mark will followup later this week to see if the payment was made.,0
please confirm that our understanding is correct.,1
we have also created a website on which we will post information about available services take care.,0
please call me with any questions/comments after you have had a chance to review the draft.,1
please let me know as soon as you can.,1
ava please see if you can possible get us 4102 and let us know where we will be meeting.,1
please review and forward your comments to us.,1
"how would you like to shop in africa, thailand, or bali today?",1
let me hear from you when time permits.,0
please ammend our wic contract number 41066 to have the term match up to the mdq.,1
(may be because i have 2000 emails).,0
please send credit to me for preparation of documentation.,1
"i was their professo r at that time, and we became very good and close friends.",0
please pass this along to members of your group.,1
the running game 20 stinks.,0
game log attached send and receive hotmail on your mobile device:,0
would you be available at 6:15p.,1
"also, please copy him on the document distribution list tomorrow.",1
please let me know if you intended to have volume on this deal for jan 00 thanks,1
gao has forwarded the attached copy of the draft report for isda's review.,0
can you make sure the iso has this in their system?,1
"terri as discussed this morning, attached please find the two confirmation agreements with my comments.",1
please let me know which course of action you would like to take.,1
please forward this information to me or jennifer stevenson at your earliest convenience.,1
"we hear rumors of ""tracks"", but no facts or details.",0
please review the document and provide your comments by next monday.,1
please review the attached and let me know if there are any further comments or questions.,1
each of the spreads have been through numerous operating company reviews.,0
can you please advise the status?,1
"forrester senior analyst frank gillett will discuss current enterprise portal efforts, portal roi, and portal development strategies.",0
"xls eric, doug, phil, let me know what you think about the wire for friday and every thursday.",0
"Please document the sale and the other bids, timing issues, costs, and any other factors that led to or affected the sale.",1
please note that links to the advertising company and/or monitored c ompany are provided for your convenience.,1
"i applied for a job here at outward bound, so i may be staying here for awhile.",0
will you please call him at your convenience so he can elaborate on the situation.,1
please find attached my resume and cover letter stating my career objective for your perusal.,1
please review the attached travel itinerary t hat has been prepared especially for you.,1
dear nicolas: i am pleased that you found the cancun meeting to be a good experience.,1
"take care, and lets get together soon maybe the weekend of march 9th.",0
please call me if you would like to discuss further or would like to meet.,1
i tried today with no luck.,0
please forward any documentation you may have.,1
the official added that washington did not learn of the payments until at least two years later.,0
"rick, please let me know if there is anything i can do to help you.",1
invicta automatic diver [im age] invicta automatic diver [image] great looking and functional.,0
as you know wayne had renal cancer about 5 or 6 years ago.,0
"if you'd like to listen to the call, it can be accessed on the website under ""investors"".",0
please review and let me know your views on the best way to proceed.,1
"please change my book from ""short term main"" to ""short term serc"" thankyou, mike carson x6203",1
please reply to this email if you have any special shipping instructions or a change of address.,1
receipt and itinerary southwest airlines ticketless travel non transferable.,0
attached please find a new statistical process control analytic which displays the turbine performance for your site.,1
"please take my name off of your emails, i am no longer in the oa group.",1
please call me at 7138535403 if you have any questions.,1
brattebo; sbrose; sbuchheit; alanb; jim.,0
please review since it may require some action on your part.,1
please email to confirm with the precise number so we can proceed wih that.,1
"its your call, you know i am happy as a hog as long as i get to eat.",0
we will have our christmas party at brian and lori long's home in pearland.,0
"Joann, please look at the other days and contracts and then plan perfectly for this month.",1
please print this and save it to my document list.,1
"amanda, can you please look at the last line for management west?",1
"""the freakout factor is gone,"" said greg whalley, president of enron corp. in houston.",0
michael has asked me to put together a contact list.,0
the average guy has no idea what is coming.,0
michelle vitrella & kathie grabstald,0
please advise of the number of users and locations and i will price this for you.,1
i believe i ordered a bloomberg machine only.,0
"sorry i missed tuesday, but i went to listen to live music with a friend from ut.",0
please make copies if you wish within the next few weeks.,1
please tell her congrats if you talk to her.,1
can you please add this to the log of enhancements.,1
please send the form consulting agreement to randy.,1
he is in the middle of a big deal and he is already taking off the weekend before for a wedding he is in.,0
the governor had been expected to call lawmakers back oct. 2. his aides didn't explain the reasons for the delay.,0
please advise if you (or members of your staff) would like to receive these publications.,1
"shopping, recently ranked the web's no.",0
steph please print and add to the list.,1
can you call transco and ask if we can get firm.,1
"whether you are looking for a family vacation, a diving adventure, or a splash of sun and fun, the cayman islands are calling.",0
kind regards mark elliott,0
"if the second customer facilities depends on building facilities for the first customer we have an impasse, a mess.",0
"hi mark, please forward this information to the timekeeper in order that her time off will be coded correctly.",1
"so, please respond by noon on 5/31/01.",1
extension is 30905. please let me know if you require any changes to service.,1
please confirm your attendance joe/orlando if i am missing a key participant please let me know.,1
"judy, please add rick buy and his assistant to your distribution list.",1
"but in the las t three months, spam has spiked.",0
please send me the name and address of the building where this will take place.,1
i personally have not been involved in the majority of the due diligence process that has been conducted to date.,0
"if you can add any brothers to my mailing list, please send their addresses to me.",1
please feel free to join us and if you can't i will stop by and review reports with you.,1
"terry, please set aside 30 minutes on my calender sometime next week to talk to su zette.",1
please respond to this message with your suggestions.,1
please let me know if you would be able to help him.,1
and fyi i missed you you can never never go away that long again.,0
"if you have any questions regarding this, please direct the email to martha keesler at thank you, elizabeth sager",1
please let me know if you would like 20 any of them.,1
"mary, could you please prepare the form of ca for these entities.",1
"if that doesn't work, go to and copy and paste this code: ecpqry44685wy enjoy!",0
again please send me your suggestions regarding practice fields and let me know if you have any questions.,1
can you tell me what software would be required for the students?,1
"regards, steve (see attached file: enron schedule.",0
i want to take a look at them before the oct. 10th meeting.,0
"therefore, if there are any comments or questions, please direct them to either me or judy, as appropriate.",1
we'll go grab a drink and have a good talk.,0
send an ad for your local dry cleaner to american express.,0
please take a look at the slides and give me any feedback you feel necessary.,1
could someone please hand her a tissue? ),1
it will cost $300 per clip to obtain them.,0
"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ dear jeffrey, now, until october 1, 2001, when you buy the palm(tm) m100 handheld for just $129 you'll receive three stylish faceplates for free!",0
"if not, would you please follow up with goldman?",1
he still owns 14.,0
"remember, ""y'all"" is singular, ""all y'all"" is plural, and ""all y'all's"" is plural possessive.",0
can you give me your address.,1
"several other congressional committees are investigating enron's bankruptcy, the largest in u. s. history, which sent its shares from $84.",0
"therefore, please make all20 necessary arrangements at the office to minimize your distractions during 20 these two days.",1
please let me know that you think.,1
bill and i just spoke with elizabeth sager about this potential issue.,0
oklahoma has a need for linebackers and that is important to me.,0
"yevgeny, can you send me a schedule of meetings.",1
more hard work is to come.,0
would you send me a copy of the faxed letter?,1
"in addition, states with interstate agent status may review these plans at any time, and the secretary must seriously consider the state0f's recommendati ons.",0
very little of the shortfall was attributable to u. s. businesses.,0
"while filled with illusions, i wrote you a letter.",0
please contact our 24 hour help desk with any questions 770 738 2101.,1
please prepare the letter to mclarty for my signature.,1
"he's had s ome success in the past against this week's opponent, san francisco, so sta rting him is a decent move.",0
this material is for the general information of clients of goldman sachs.,0
"mccardell has the talent to beat starks for a few good catches, but you shouldn't be counting on him for explosive stats.",0
san 20 diego ranks # 27 in fantasy points allowed to qbs this year.,0
please give me a call with any questions and or comments you may have regarding the enclosed.,1
"mark brunell , reserve qb updated 1 2/13/01 brunell did not practice wednesday but will play sunday, according to the florida timesunion.",0
where can you find a sony playstation 2?,1
would you like to use his help to present our agenda to the energy industry.,1
"year over year, the increase was 4.",0
"coal group vice president stuart st aley said, ""same trend, different country.",0
"please direct any 20 questions to ajuah helton, ye program manager, by phone (510) 6430923, or 20 email ?",1
please let me know that you received this email.,1
u. s. news also reported that enron empolyees gave $1.,0
please do not reject the product type.,1
plan meeting at next month,1
"please review the enclosed far, comment, and let me know if you can help within 23 day window.",1
please let me know who might be available to sit with us for about 1/2 hour.,1
see me please if you have any questions before starting this list.,1
please consider this a starting point for an agenda and circulate any changes you would propose.,1
we had him high in week 14 like we have all year and 20 he didn't disappoint.,0
can you scrounge up $4.,1
